Pathway	pVal	zScore	Genes	type	comparison
Hutchinson-Gilford progeria syndrome	9.222573178	0	"EMX2,ACTA2,KIAA1549,LRP8,SERINC2,HS3ST3A1,F2R,CA12,STAT1,TNC,TOX,TMEM200C,SGCD,PTX3,COL4A1,COCH,HAS3,MYBL1,F2RL2,BCL11B,EDIL3,DPT,NCAM1,EZH2,AHR,OSBPL6,PBX1,HAPLN1,COL4A2,ZNF423,BANF1,HES1,CALD1,NMI,SOX4,TFAP2C,RUNX2"	Functional	Adult_vs_Fetal
hydrogen peroxide Signaling	4.224025669	-1.319	"ACTA2,ADAM9,AEBP1,AKR1C1/AKR1C2,APEX1,BAX,BIRC3,BIRC5,BSG,BUB1,BUB1B,CCL4,CCR5,CD55,CDK1,CFLAR,CHEK1,CKS1B,CNR1,COL1A2,CRYAB,CST3,DDAH2,DDIT3,DHCR7,DHFR,DUSP10,DUSP4,EGFR,ENC1,ENPP2,EPAS1,EPHA2,EZH2,EZR,F2RL1,FLOT2,FN1,FOXM1,FZD2,GADD45A,H2AX,HAMP,HDAC2,HELLS,HLA-DRA,IFIT2,IL1B,ITGA3,ITGB3,MYC,NDC80,NFE2L2,NGF,NOL3,NOTCH3,OSGIN1,PDGFRA,PKIA,PPM1D,PPP1CA,PTN,PTP4A2,PTX3,RASSF8,RCC1,RCN1,RUNX2,SELENOH,SELENOP,SERPINE1,SERPINH1,SFRP2,SGK1,SLC20A1,SNAI2,STAT3,TCF3,TNFRSF10B,TP53,TP53INP1,TRAF4,TUBB2A,UHRF1,UNG"	Upstream	Adult_vs_Fetal
hydroxyurea Signaling	4.829738285	-0.973	"BAX,CCND2,CDC45,CHEK1,GADD45A,GINS2,H2AX,HBB,HJURP,IFIT1,ISG20,MARCKS,MX1,MYC,NMI,RRM2,STAT1,TK1,TP53,UHRF1"	Upstream	Adult_vs_Fetal
ID2 Signaling	3.943095149	3.083	"ACTA2,AURKB,BCL6,BMP7,CCL5,CCND2,CCR5,CDK1,CDK4,DTX1,DUSP10,DUSP4,EEF1D,EOMES,FOXO1,ICOSLG/LOC102723996,IFI16,IGFBP4,IKZF3,INHBB,IRF8,ITGA3,ITGB3,JAK2,LMO2,LMO4,MYC,NGFR,PIK3R1,PROM1,PTPN14,PTPN22,RAP1GAP,RPS6KA2,SOX4,SOX5,SOX9,TF,TRAF4,TUBA1A,VANGL2,ZEB1"	Upstream	Adult_vs_Fetal
IGF1 Signaling	3.511449283	-0.645	"ABCA1,ACSS2,ACTA2,AKR1C1/AKR1C2,BAX,BGN,BIRC3,BIRC5,BSG,CCL4,CCL5,CCN1,CCND2,CDK1,CDK4,CFLAR,CNP,COL3A1,CYFIP2,DCLK1,DDIT3,EFNB2,EPAS1,FGFR1,FJX1,FN1,FOXG1,FOXO1,GADD45A,GAP43,GDNF,GFAP,H2AX,HAPLN1,HBB,IGFBP2,IGFBP4,IGFBP5,IL1B,INSR,ITGA3,KCNQ2,KLK6,LARP6,MAPK3,MBP,MKI67,MYC,NCAM1,NFE2L2,NOG,NR3C1,NTN1,PBK,PDGFRA,PDGFRB,PDLIM2,PENK,PHLDA1,PLP1,POLD4,PSMB9,RUNX2,SERPINE1,SGK1,SLC1A6,SLC20A1,SLC23A2,SNAI2,SOX2,SRM,TF,THY1,TK1,TP53,TUBB3,WEE1,ZFP36L1"	Upstream	Adult_vs_Fetal
IGF2 Signaling	3.146301788	-1.466	"ALAD,ARL4A,BIRC5,CDC45,CDK1,CTSV,DDIT3,DHCR7,DLX1,FABP7,FN1,GADD45A,GAS1,HELLS,IGFBP2,IGFBP4,IGFBP5,MCM4,MCM7,MYC,NDRG1,NGF,PHLDA1,PIK3R1,PRDM16,RRM2,SELENOP,SERPINE1,SLC20A1,TP53,UHRF1,ZEB1,ZNRD1"	Upstream	Adult_vs_Fetal
IKZF1 Signaling	4.075720714	1.51	"AJUBA,ALAS2,ANTXR1,BCL6,BLNK,CCL4,CCND2,CD34,DNM3,DOCK1,DTX1,DTX3L,FGF13,FGFR1,FKBP9,FN1,FOXO1,G6PD,HBE1,HES1,IFI16,IFIT3,INSR,KIF16B,KIF23,LMO2,LRP1,MAP2,MYC,MYO1B,NCAM1,NGFR,NOTCH3,NR3C1,PPP1R2,RAI14,RGS13,RUBCN,RUNX1,SEMA5A,SERPINH1,SH3BP5,SHISAL1,SHROOM3,SLC19A1,SOX9,STX12,VAMP3"	Upstream	Adult_vs_Fetal
imatinib Signaling	4.230622674	-0.538	"AHSP,ATP1A2,ATP1B1,ATP1B2,ATP5F1D,BAX,BCAT1,BIRC5,BLNK,BMP7,CCND2,CD274,CDC45,CFLAR,CHEK1,CKS1B,COL3A1,CXCL12,DBF4,DDIT3,ECT2,EPAS1,ERP29,ETV5,FECH,FN1,GADD45A,HBA1/HBA2,HBG2,HDAC2,HSPA2,IFIT2,IFIT3,IFRD1,IL1B,KDELR1,KIF11,LMAN2,LMO2,MAD2L1,MAPK4,MCM7,MYC,NDUFB7,NR2F2,PIK3R2,PPA1,PPA2,RAP1A,RRAS2,SH3GLB1,SKP2,SLC20A1,SLC25A6,SRSF5,STAT1,STAT3,TCF3,TNFRSF10B,UQCR11"	Upstream	Adult_vs_Fetal
ING1 Signaling	3.057495894	0.673	"ADNP,ANGPTL4,BAX,CCL5,EPS15,ITSN2,JAK2,RPS14,STMN4,TP53,TPPP"	Upstream	Adult_vs_Fetal
INHA Signaling	7.402304814	1.296	"ACTA2,BAX,BCAN,BOC,CCN1,CCND2,CDK4,CFLAR,COCH,COL1A2,COL3A1,COL4A6,COL6A1,EGFR,EPHX1,FGFR1,FST,GJC1,IGFBP4,INHBB,ITGA3,JAM2,MATN2,MYC,MYO18A,PIK3R1,PRSS23,PTX3,SERPINE1,SGK1,SMARCA1,TP53INP1"	Upstream	Adult_vs_Fetal
Insulin Signaling	3.302770657	-0.394	"ABCA1,ACLY,ACSL1,ADAM10,AEBP1,ANGPTL4,APLN,APLNR,ATP5F1D,BIRC5,BMPR1A,BSCL2,CCL4,CCT2,CCT4,CD34,CFLAR,CHRM3,COL1A2,COL3A1,COL4A1,COL6A1,CRH,CYP27A1,DBI,DUSP4,EGFR,ENPP2,EPAS1,FN1,FOXO1,G6PD,GFAP,HES1,IFIT2,IFIT3,IGFBP2,IGFBP4,INSR,IRF7,ITGA3,ITGB3,JAK2,MAOA,MCM6,MCM7,MDH2,ME1,MYC,NDUFS1,NDUFV1,NOTCH3,NPY,NR0B1,NR3C1,NUCB2,OGT,PDGFRA,PDGFRB,PIK3R1,PLAAT3,PLCB1,PPARA,PPARD,PTK2,RPS16,SELENOP,SERPINE1,SGK1,SKP2,SLC25A11,SLC25A27,SLC37A4,STAT1,STAT3,TNC,VTI1A"	Upstream	Adult_vs_Fetal
Irgm1 Signaling	5.647817482	1	"AURKB,BUB1,CCL5,CCNB2,CDCA3,IFI16,IFIT2,IFIT3,IRF7,KIF20A,MKI67,NCAPG,NEK2,OASL,RRM2,TK1,UBE2C"	Upstream	Adult_vs_Fetal
Iron homeostasis signaling pathway	3.34	0	"ALAS2,ARNT,ATP6V0E2,ATP6V1E1,BMP7,BMPR1A,BMPR1B,EGFR,EPAS1,FECH,HAMP,HBA1/HBA2,HBB,HBE1,HBG1,HBG2,JAK2,LRP1,MAPK3,PDGFRA,PDGFRB,SKP2,SLC11A2,SLC46A1,SLC48A1,SMAD1,STAT3,TF"	Canonical	Adult_vs_Fetal
IRS1 Signaling	3.086716098	0.308	"ATP5F1A,BUB1,COL3A1,COL4A1,COL4A2,COL6A1,DBN1,DDIT3,DLK1,EFNB2,FHL1,FST,GJA1,IGFBP4,INSR,MAPK12,MYC,NDN,NR2F1,PHB,PIK3R1,PRDM16,PTPRF,RHOU,SFRP2,SNAI2,SPARCL1"	Upstream	Adult_vs_Fetal
isobutylmethylxanthine Signaling	5.510041521	-0.807	"ABCA1,ACLY,ACSL1,ACSL4,AEBP1,ANGPTL4,APLN,ATP5F1D,BMPR1A,BSCL2,CD34,COL1A2,COL3A1,COL6A1,CRH,CRHBP,DHFR,EGFR,ENC1,FAM89B,FN1,IFIT2,IFIT3,IL1B,INSR,IRF7,ITGA3,ITGB3,MAPK3,MYC,NDUFS1,NDUFV1,NOTCH3,PDGFRA,PDGFRB,PLAAT3,PLAT,PPARA,PPARD,PTGFRN,SERPINE1,SGK1,STAT1,TIMP3,TNC,TUBB,ZC3H12A"	Upstream	Adult_vs_Fetal
JAG1 Signaling	4.432973634	-1.99	"ACTA2,CCND2,DTX1,DUSP10,GLI2,HES1,HEY1,ITGB3,MYC,NR2F2,PDGFRB,RUNX2,SNAI2,SOX2,TIMP3,TNC,TP53"	Upstream	Adult_vs_Fetal
KCND2 Signaling	3.191114133	-0.147	"BAX,KCNIP1,KCNIP2,TP53"	Upstream	Adult_vs_Fetal
KDM1A Signaling	7.718966633	-1.533	"ATAD2,ATP6V0E2,BRIP1,CCL5,CCND2,CDH4,CENPF,CENPK,COL1A2,CTNNA1,ELL2,ELOVL7,ENTPD4,EOMES,FOXM1,FOXO1,GFAP,HAS3,HBB,HBE1,HBG2,IGFBP4,IKZF3,IQGAP2,KHDRBS3,MAP2,MCM4,MCM6,MYC,MYO1B,PROM1,PTPRB,RASGRP3,RBFOX2,RHOU,RUVBL1,SCN1A,SCN2A,SELENOP,SERPINB1,SERPINE1,SFRP2,SNAP25,SOX2,SPOCK1,ST18,SYBU,TMCC3,TRIM37,UHRF1,VCL"	Upstream	Adult_vs_Fetal
KDM3B Signaling	9.228412519	3.128	"ALDH3A2,CDC20,CIT,CKAP2,CMBL,DEPDC1,DLGAP5,EFNB2,FN1,GTSE1,HJURP,KIF18B,KIF26B,KNL1,MLLT3,MYLK,NCAPG,NOTCH3,PALLD,PALMD,PRUNE2,RACGAP1,S1PR3,SDCBP2,SLC44A1,TSPAN7,ZIK1,ZNF274"	Upstream	Adult_vs_Fetal
KDM5B Signaling	3.528708289	2.877	"AP4S1,BUB1B,CDCA3,CDK1,DDIT3,DLGAP5,DPY19L1,ECT2,FABP5,FBXO5,FHL1,FJX1,FST,GADD45A,GAL,IGFBP2,KIF2C,NDC80,NEFL,NOL3,PBK,PLS3,PSD3,REEP1,SOX9,TGFB2,TOP2A,TTK,TUBB2A"	Upstream	Adult_vs_Fetal
Kinetochore Metaphase Signaling Pathway	4.43	-1.705605731	"ANAPC11,AURKB,BIRC5,BOD1,BUB1,BUB1B,CDC20,CDK1,CENPH,CENPK,CENPL,H2AX,KIF2C,KNL1,MAD2L1,NDC80,NEK2,NUF2,PPP1CA,SKA1,SKA2,SKA3,SPC24,SPC25,TTK"	Canonical	Adult_vs_Fetal
KLF2 Signaling	3.22184875	0.19	"APLN,APLNR,CCL4,CCL5,CCR5,CD55,CNP,COL4A1,EPAS1,F2RL1,FBLN1,GADD45A,HBB,HBE1,HBG2,HYAL2,ICOSLG/LOC102723996,IL1B,ITGB3,MVP,MYC,MYH10,NDRG1,NOTCH2,NOTCH3,PRF1,RUNX2,S1PR1,SERPINE1,SOX9,STAT1,STAT3,TFPI,TGFB2,WEE1"	Upstream	Adult_vs_Fetal
KLF4 Signaling	3.345823458	-2.397	"ACTA2,ASPRV1,BAX,BCL11B,BMPR1A,BUB1B,CCND2,CD34,CDKN1C,DUSP4,ECSIT,EFEMP1,EMX2,EOMES,EPHA2,ETV1,FARP1,FN1,FOXM1,GADD45A,GBP4,HES1,HEY1,HPS5,KIF16B,LAMA1,MLST8,MYC,MYH7,NEAT1,NF2,OTX2,PDGFRA,PFDN4,PFKP,PLAT,PPARA,PROM1,SERPINE1,SERPINH1,SHISA5,SMAD1,SNAI2,SOX2,TEAD1,TEAD2,TF,TGFB2,TNC,TP53,WLS,YAP1,ZIC2"	Upstream	Adult_vs_Fetal
KRAS Signaling	10.1266794	1.127	"ABCA1,ACLY,ADGRL3,AHR,AMPD3,AMPH,AOX1,ATP1B1,AURKB,B3GALNT1,B4GAT1,BGN,BIRC3,BIRC5,BNC1,BSG,CCN1,CD274,CDK4,CELSR2,CHST3,CHSY1,CLNS1A,COL3A1,COL4A1,CPM,CRYAB,CTNND2,CXCL14,DBN1,DCLK1,DDAH1,DDIT3,DENND2B,DHFR,DPY19L4,DSE,DUSP4,EDEM1,EFEMP1,EGFR,EIF5A,EMP2,EPHA2,EPHB4,ETV1,ETV4,ETV5,EZH2,F2RL1,FBLN2,FGFR1,FKTN,FLOT2,FN1,FOXM1,FSTL1,G6PD,GADD45A,GAS1,GFAP,GJA1,GLI2,GLUL,GPM6B,HAMP,HES1,HLA-F,HOPX,IFIT1,IGFBP2,IL1A,IL1B,INSM1,IQGAP2,IRF9,ITGB3,KLRB1,LAMB2,LAMP2,LMNB1,LRP8,MAPK12,MLC1,MTHFD1,MX1,MYC,MYLK,NCAM1,NFE2L2,NFKBIB,NME2,NR0B1,NR3C1,NSF,NUP210,NXN,PAK1,PALLD,PARVA,PCDHGC3,PDE4B,PDGFRA,PIP4K2B,PLAT,PLD1,PMP22,PPARD,PPP1CA,PRC1,PRDX4,PTK2,PTPRF,QTRT1,RAI14,RANBP1,RHOC,RNH1,SEMA4D,SKP2,SLC20A1,SLC25A32,SNAI2,SOX9,SP100,STAT1,STAT3,TEAD2,THY1,TIMP3,TK1,TMED9,TNC,TNFRSF10B,TOP2A,TP53,TUSC3,UGT8,VCAN,VMP1,WEE1,WNT2,YAP1,ZEB1,ZFP36L1"	Upstream	Adult_vs_Fetal
l-asparaginase Signaling	7.35261703	5.131	"AURKB,BIRC5,BUB1,BUB1B,CCNB2,CDCA5,CDK1,CENPF,CENPH,CENPL,CENPM,CENPS/CENPS-CORT,CHEK1,DDIT3,DHCR7,GINS2,KIF11,KIF15,KIF18B,KIF2C,KIF4A,KNL1,MAD2L1,MCM4,MCM6,NCAPG,NDC80,NUF2,PHGDH,RHOC,SGO1,SPC25,TOP2A,UBE2C"	Upstream	Adult_vs_Fetal
L-methionine Signaling	4.432973634	-1.519	"ACTA2,AURKB,BUB1,CCNB2,CDK1,CDK19,DDIT3,EEF1D,GNA11,IFI16,IGFBP4,MGMT,NF2,NUSAP1,PLAT,PRC1,TOP2A"	Upstream	Adult_vs_Fetal
Laminin (complex) Signaling	3.331614083	1.269	"ACTA2,BIRC3,CDK5R1,EGFR,ETV5,FN1,PTPRF,RUNX2,SERPINE1,SKP2,SNAI2,STMN2,TGFB2"	Upstream	Adult_vs_Fetal
LARP1 Signaling	4.244125144	4.69	"EEF1D,EEF1G,EIF3F,RACK1,RPL13,RPL14,RPL18,RPL23,RPL27A,RPL29,RPL35A,RPL36,RPL39,RPL6,RPL8,RPS14,RPS15,RPS16,RPS18,RPS19,RPS3A,RPS5"	Upstream	Adult_vs_Fetal
LDLR Signaling	6.336299075	-0.419	"ABCA1,ACLY,AURKB,BGN,BIRC5,BUB1B,CCL4,CCL5,CCNB2,CCR5,CD274,CD300E,CD47,CD55,CDCA3,CDK1,CENPF,CKS1B,CYP27A1,DDIT3,ENPP4,FABP5,FOXM1,G6PD,GJA1,HELLS,IL1A,IL1B,IRF7,ITGB3,KIF20A,KIF23,KIF2C,KIF4A,KNL1,LRP1,MFGE8,MKI67,MYC,NUSAP1,PCYT2,PPARA,PRC1,PSMB9,RUNX2,TOP2A,UBE2C,UHRF1,VCAN"	Upstream	Adult_vs_Fetal
let-7 Signaling	9.73754891	4.546	"ACTA2,APC2,AURKB,BCAP29,BCAT1,BCL11A,BMPR1A,BUB1,BUB1B,CDC20,CDC25A,CDC45,CDCA2,CDCA3,CDCA5,CDCA7,CDK1,CHEK1,CKS1B,COL1A2,COL27A1,COL3A1,DBF4,DZIP1,E2F6,EDEM1,EIF4A1,EZH2,FARP1,FBL,FN1,GPX7,GZF1,HBA1/HBA2,HMGA2,IGF2BP1,ITGB3,MAD2L1,MCM10,MCM4,MCM6,MCM7,MYC,NR2E1,NUF2,ORC6,PCGF2,PROM1,RRM2,SERPINE1,SKP2,SOX2,SOX9,STARD13,STAT3,TRAP1,VAMP3,YAP1"	Upstream	Adult_vs_Fetal
let-7a-5p (and other miRNAs w/seed GAGGUAG) Signaling	4.829738285	3.943	"ACTA2,ADAMTS15,AURKB,BIRC5,BMP2K,BSG,CALCOCO2,CARHSP1,CCND2,CDC25A,COL1A2,COL27A1,COL3A1,COL4A1,COL4A2,COL5A2,CRTAP,DUSP12,HBA1/HBA2,HMGA2,IFRD1,IGF2BP1,IGF2BP3,ITGB3,MRPS24,MYC,NF2,NID1,NXN,PXDN,SEPTIN3,SLC25A32,SNAP23,SPRYD4,STAT3,TPM2,TRMT1,UGT8,UHRF1,VCAN"	Upstream	Adult_vs_Fetal
levodopa Signaling	7.136082623	-0.915	"ACTA2,ADD3,ADGRB2,ARL3,ARPP21,BANF1,BAX,BICC1,BTBD3,C18orf21,C9orf24,CA12,CASK,CHAC1,CLDN5,CLIP4,CNIH3,CNR1,COCH,COL4A1,CTNNBIP1,CXCL12,CYLD,DAB1,DCTN3,DDOST,DLG2,DLGAP1,DLK1,EFNA5,EPHA5,FAM126A,FBLN1,FBLN2,FOXO1,GABRA3,GABRB3,GAS7,GDNF,GFAP,GPS1,H2AX,HS6ST2,HTATIP2,IGFBP2,IGFBP5,KCND2,KCNK1,LAMP2,LGALS8,LPAR4,MBP,MDGA2,MFAP3,MPP6,MYO1B,MYORG,NOL3,NPM3,NPTX2,NTRK3,PADI2,PALM,PARD6A,PARM1,PCYT2,PDE4DIP,PENK,PFKP,PIK3R1,PINX1,PKIA,PLPPR5,PPM1L,PPP1R2,PSAP,PTPRT,PTPRZ1,RAB13,RAB3D,RAP1GAP,RIMS1,RIT2,ROBO2,S100A10,SBK1,SDR39U1,SELENON,SERPINB6,SEZ6,SIAH2,SKP2,SLC11A2,SLC1A2,SLC24A2,SNX9,SOX5,SOX9,SPOCK3,SRM,STRN,TCEANC2,TIAM1,TLE1,TMEM106C,TMEM41B,TP53,TPD52,TSPAN3,TTYH1,UAP1L1,UBL3,VAMP1,VANGL2,VAT1L,VMP1,WIPF1,ZEB1,ZNF717"	Upstream	Adult_vs_Fetal
Lh Signaling	4.119758224	0.522	"ACTA2,ACTN1,AKAP12,ARHGAP35,ARL4C,ATP5IF1,CAP2,CAPZA1,CCND2,CD55,CDK5,CDKN1C,CFLAR,CYFIP2,DHCR7,DUSP14,EGFR,EZR,FST,GJA1,GPRC5B,GRK5,INHBB,ITGA3,MAP3K7,MBD2,NLK,NOL3,PDLIM3,PHB,PLAT,PLCL1,PTPRF,PTX3,RASAL2,RGS5,RUNX1,RUNX2,SGK1,SNAP23,SNAP25,STAT1,TGFB2,TK1,TP53,TPM2,TUBA1A,VCL"	Upstream	Adult_vs_Fetal
LLGL2 Signaling	3.716698771	-0.905	"CCN1,EMP2,ETV5,FSTL1,GLS,NDRG1,SERPINE1,SGK1,TGFB2,TOP2A,TSPAN3"	Upstream	Adult_vs_Fetal
Long-term potentiation	7.728158393	-3.157	"LMO4,ERBB4,GABBR1,CNR1,DPP6,NR2E1,DLG3,TSPO,ADD2,TRIM3,LRP8,DPYSL4,PAK3,ADCY1,KCNC1,PPP1R1A,NFKBIB,TNC,LRP1,NGF,DUSP4,FNDC5,NPY,SLC24A2,EFNB1,EGFR,IL1B,NRG1,NOVA2,SPTBN2,EPHB2,PTK2,WWC1,VAV2,CD47,GRIK1,CDK5R1,NCAN,CALB1,SNAP47,CACNB3,EFNB3,CRH,SNAP25,ITGA3,CRMP1,THY1,NELL2,PTN,NLGN1,CHRNB2,NTRK3,PSAP,NLGN3,PCDH8,GRM5,BSCL2,GRIK3,ADCY8,SYNJ1,ADCYAP1R1,MAPK3,NFATC4,HDAC2,HSD17B10,GRIA1,JPH4,PAK1,CHRM3,DBI,RIMS1,PLAT,ATXN3,GFAP,GRIN2B,SRCIN1,BAIAP2,NCAM1,SLC8A3,GAL"	Functional	Adult_vs_Fetal
lovastatin Signaling	7.112945622	1.338	"ABCA1,ADAM10,BIRC5,CDK4,CNTF,DDIT3,DHCR7,ENC1,FGFR1,GAP43,GDNF,GFAP,GPX3,HBA1/HBA2,HELLS,IL1A,IL1B,MAG,MAL,MKI67,MOBP,MOG,MPP6,MYC,MYT1L,NFKBIB,NRG1,PIK3R3,PLAT,PLP1,PPARD,RARRES2,RHOC,RHOU,SERPINE1,SV2A,TFPI,TP53,ZIK1"	Upstream	Adult_vs_Fetal
LY294002 Signaling	3.402304814	2.962	"ABCA1,ACSS2,ACTA2,AKR1C1/AKR1C2,AKT1S1,ATP2B2,BAX,BCL6,BIRC3,BIRC5,BSG,BUB1B,CA9,CCL5,CCN1,CCND2,CD274,CDK4,CDK5R1,CDKN2D,CFLAR,CHML,CKS2,CNR1,COL1A2,CST3,CTNNA2,DDIT3,DHFR,DLG2,DUSP4,EDIL3,EFNB2,EGFR,EPAS1,F2R,FN1,FOXC1,FOXO1,GFAP,GJA1,HAPLN1,HDAC2,HES1,IGFBP2,IGFBP5,IL1B,INHBB,INSR,ISG20,ITGB3,LMO4,MAP2,ME1,MEF2A,MYC,NDC80,NDRG1,NFE2L2,NTRK3,PDE4B,PHLDA1,PIK3R1,PPARD,PTN,RAP1A,RASSF2,RCC1,RND3,RUNX2,S1PR1,SCG2,SEMA3C,SERPINE1,SGK1,ST8SIA1,TOP2A,TP53,TRIB2,UBE2C,VAMP1,VCAN,ZEB1"	Upstream	Adult_vs_Fetal
MAPK1 Signaling	7.924453039	-1.083	"AKAP12,ANGPTL4,APOL6,ATP1A2,ATP1B1,BCL11A,BIRC5,BLZF1,CCL4,CCL5,CDK19,CDK5R1,CHST2,CPPED1,CRYL1,CSGALNACT2,CTNNA2,DSE,ENDOD1,ERP29,EVI5,FHL2,FN1,FOXO1,GFOD1,GLS,GNG2,H2AZ2,HBA1/HBA2,HBB,HLA-DMA,IFI16,IFIT1,IFIT2,IFIT3,IGF2BP3,IGFBP7,IGSF9B,IL1B,IRF7,IRF9,ISG20,ITGB3,MAL2,MAPK3,MBP,MKI67,MVP,MYC,MYH7,MYRF,NFE2L2,NMI,NPTX2,NUP210,OASL,PARP12,PDLIM3,PHF11,PLD1,PSMB9,RPE65,S1PR3,SERPINE1,SFRP2,SP100,SP110,SPOCK1,SPRY4,STAT1,SUN2,TACC2,TMEM158,TMEM87A,TNFRSF10B,TP53,TRPC1,TSKU,UBE2C,WIPF1"	Upstream	Adult_vs_Fetal
MAPT Signaling	11.14508698	1.026	"ACLY,ACTN1,ADD2,ALDH5A1,AMPH,ANXA6,ATP1A2,ATP1A3,ATP1B1,ATP5F1A,ATP5F1D,ATP6V1E1,BASP1,BSG,CAST,CDK5,CDK5R1,CFL2,CKB,CKMT1A/CKMT1B,COX5A,CYFIP2,DBI,DLG1,DPYSL3,DSTN,EEF1G,EIF5A2,FBL,FBXL16,GAD1,GAS7,GFAP,GNG2,GPM6B,GRIN2B,GSTM5,H2AZ2,HBA1/HBA2,HBG2,HINT1,HK1,IL1A,IL1B,KLC1,LDHB,LRP1,MAP2,MAPK3,MBP,MCM10,MOG,MTHFD1,NDUFS8,NME1,PAK1,PAK3,PCLO,PENK,PPA1,PRDX5,QDPR,RPL23,RPLP0,RPS16,SEPTIN11,SEPTIN3,SEPTIN9,SERPINE1,SLC1A2,SNAP25,SPTAN1,STMN2,STRN,STUB1,STX1B,SYNJ1,THY1,TPPP,TUBA1A,TUBA8,TUBB,TUBB2A,TUBB2B,TUBB3,TUBB4B,VAMP3,VSNL1"	Upstream	Adult_vs_Fetal
maslinic acid Signaling	3.104577454	0	"ACTN1,BAX,CCND2,CD47,CDK4,CDO1,DOCK1,DVL1,EIF4G1,FLOT2,FZD7,GPRC5A,ITGA3,PIK3R1,PLA2G4C,PLCB2,PPARD,RPS6KA2,SLC1A2,TP53"	Upstream	Adult_vs_Fetal
MAX Signaling	3.759450752	-0.842	"APEX1,BAX,BCL6,CCND2,CDC25A,CDK4,DDIT3,DHFR,DLEU1,EZH2,GADD45A,HAMP,HDAC2,LAMP2,LRRN3,MTHFD1,MYC,PDGFRB,RCC1,SERINC3,UBE2C,YBX1"	Upstream	Adult_vs_Fetal
MECP2 Signaling	3.249491605	-0.82	"CAMK1D,CRH,EFNA5,EHMT2,ENPP4,EZH2,FOXG1,GABBR2,GABRA2,GABRB3,GAD1,GRIA1,HBA1/HBA2,INA,KCNF1,MBP,MGMT,MYC,PCDH15,PLAAT3,PLP1,PROM1,SCN2A,SGK1,TIAM1,UNC5C,UNC5D"	Upstream	Adult_vs_Fetal
medroxyprogesterone acetate Signaling	6.596879479	3.221	"ASPM,BAX,BIRC5,BRIP1,C9orf24,CCL4,CCL5,CCN1,CCNB2,CCR5,CDK1,CDKN1C,CENPF,CKS2,DEPDC1,DLGAP5,ENPP2,FAM107A,FN1,FOXO1,IGFBP7,IL1A,IL1B,KIF11,LMO3,MYC,MYLK,NCAPG,NEK2,NUSAP1,PBK,PLAAT4,PRC1,RANBP1,RARRES2,REEP1,SGK1,SPC25,TNC,VCAN"	Upstream	Adult_vs_Fetal
Mek Signaling	6.793174124	-2.355	"B3GALNT1,B4GALT6,B4GAT1,BIRC5,CCND2,CDCA7,CDK5R1,CELSR2,COL1A2,CPM,CRYAB,DPY19L4,DSCC1,DSE,DUSP4,EDEM1,EFNB3,EPAS1,EPHA2,EPHB2,ETV1,ETV4,ETV5,FGFR1,FKTN,GAP43,GPM6B,HLA-F,HMGA2,IL1B,ITGB3,KIRREL1,LAMB2,LMBRD1,LRP8,MYC,NGF,NOL3,NOTCH2,NUP210,OTX2,PAX6,PCDHGC3,PDGFRA,PDGFRB,PHLDA1,POU3F2,PTPRF,RND3,RPL23,RUNX1,SEMA3C,SEMA4D,SERPINE1,SLC20A1,SPRY4,ST8SIA1,STON1,TET1,TFAP2C,TMEM106B,TMEM132A,TNFRSF10B,TOP2A,TP53,TSPAN13,TSPAN3,UGT8,UNG,ZEB1"	Upstream	Adult_vs_Fetal
methylprednisolone Signaling	3.222573178	-0.868	"ABCC9,ACSL1,ADCY6,ADGRL2,AHCY,AKR1C3,AKR7A2,ALAD,ALDH3A2,APEX1,ARL4A,ATIC,ATP1B1,ATP5IF1,B4GALT6,BAIAP2,CAMK1D,CCL4,CD9,CNN3,CNP,CST3,CTNNA2,CTSV,ENPP2,EPHX1,FABP5,FABP7,FN1,FSTL1,GADD45A,HACD3,HSD17B10,HYAL2,IDH2,IL1A,IL1B,IMP3,IRF7,ITGA7,ITGAE,JAK2,LAMB2,LRP3,MAX,ME1,MGMT,MYC,MYO1B,NFE2L2,NFIB,NME1,NPY,NR3C1,PCYT2,PKIA,PLAAT3,PLAT,PLS3,POLG2,PRMT1,QDPR,RAB13,RND3,RUVBL1,SERPINB1,SERPINE1,SGK1,SLC19A1,SLC25A11,SLC37A4,SNAP23,SPTBN2,SRI,STAT1,STAT3,TIMP3,TOP2A,TP53,TPMT,VMP1,ZFP36L1,ZNF519"	Upstream	Adult_vs_Fetal
methylselenic acid Signaling	6.074687909	0.816	"ABCA5,ADD3,AKR1C1/AKR1C2,ALDH3A2,ATAD2,BIRC3,BIRC5,BUB1B,CCNB2,CDC14B,CDC20,CDC25A,CDK1,CDK10,CDK4,CDK5,CDKN1C,CDKN2D,CENPF,CFLAR,DDIT3,DHFR,DUSP10,EPHX1,FN1,FOXM1,GADD45A,GPR37,IGSF3,ING1,KIF11,KLHL2,MAPK3,MATN2,MAZ,MCM6,MCM7,MKI67,MYC,NDRG1,NMI,PATZ1,PPM1D,RABAC1,RND3,RRM2,SGK1,SH3BP5,SNAI2,TOP2A,TUBB4B,UXS1,WDR82,ZNF274"	Upstream	Adult_vs_Fetal
